Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2005,NBA,1,23,Francisco García,Louisville,549,11853,4323,1400,747,.427,.357,.799,21.6,7.9,2.6,1.4,18.2,.074,-0.1,5.7
2004,NBA,1,26,Kevin Martin,Western Carolina University,714,21559,12396,2278,1352,.437,.384,.870,30.2,17.4,3.2,1.9,61.3,.137,1.0,16.1
2004,NBA,2,48,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,
2002,NBA,1,28,Dan Dickau (↳ATL),Gonzaga,300,4617,1745,405,752,.401,.341,.831,15.4,5.8,1.4,2.5,5.9,.061,-1.5,0.6
2002,NBA,2,58,Corsley Edwards,Central Connecticut State University,10,110,27,25,3,.323,,.583,11.0,2.7,2.5,0.3,0.1,.026,-6.2,-0.1
2001,NBA,1,25,Gerald Wallace,Alabama,832,24731,9933,4838,1725,.469,.312,.709,29.7,11.9,5.8,2.1,59.7,.116,1.8,23.5
2001,NBA,2,55,Maurice Jeffers,Saint Louis,,,,,,,,,,,,,,,,
2000,NBA,1,16,Hedo Türkoğlu,,997,26695,11022,3971,2832,.426,.384,.784,26.8,11.1,4.0,2.8,63.3,.114,0.9,19.6
2000,NBA,2,45,Jabari Smith,LSU,108,1063,329,178,66,.413,.125,.690,9.8,3.0,1.6,0.6,1.3,.058,-4.3,-0.6
1999,NBA,2,45,Ryan Robertson,Kansas,1,25,5,0,0,.333,.000,1.000,25.0,5.0,0.0,0.0,0.0,-0.022,-5.4,0.0
1998,NBA,1,7,Jason Williams,Florida,788,23188,8266,1810,4611,.398,.327,.813,29.4,10.5,2.3,5.9,38.5,.080,0.2,12.9
1998,NBA,2,36,Jerome James,Florida A&M,358,4771,1540,1099,118,.485,.000,.617,13.3,4.3,3.1,0.3,2.9,.029,-4.9,-3.5
1997,NBA,1,11,Tariq Abdul-Wahad,San Jose State,236,4807,1830,776,266,.417,.237,.703,20.4,7.8,3.3,1.1,3.5,.035,-3.0,-1.2
1997,NBA,2,40,Anthony Johnson,College of Charleston,793,15552,4432,1358,2274,.414,.356,.745,19.6,5.6,1.7,2.9,23.2,.072,-1.5,2.0
1996,NBA,1,14,Peja Stojaković,,804,26966,13647,3782,1408,.450,.401,.895,33.5,17.0,4.7,1.8,82.6,.147,1.9,26.2
1996,NBA,2,41,Jason Sasser,Texas Tech,14,108,30,15,4,.412,.333,.500,7.7,2.1,1.1,0.3,0.0,-0.014,-5.7,-0.1
1995,NBA,1,13,Corliss Williamson,Arkansas,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,34.7,.089,-2.0,-0.1
1995,NBA,2,47,Tyus Edney,UCLA,226,4743,1728,393,910,.405,.322,.806,21.0,7.6,1.7,4.0,6.8,.068,-1.5,0.7
1995,NBA,2,51,Dejan Bodiroga,,,,,,,,,,,,,,,,,
1994,NBA,1,8,Brian Grant,Xavier,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,54.5,.122,-0.8,6.2
1994,NBA,2,35,Michael Smith,Providence,449,10552,2527,3193,661,.538,.143,.529,23.5,5.6,7.1,1.5,23.4,.107,-0.1,5.1
1994,NBA,2,51,Lawrence Funderburke,Ohio State,318,4726,2031,1142,183,.506,.118,.675,14.9,6.4,3.6,0.6,12.9,.131,-0.5,1.8
1993,NBA,1,7,Bobby Hurley,Duke,269,4170,1032,283,880,.353,.272,.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-5.4,-3.5
1993,NBA,2,31,Evers Burns,Maryland,23,143,56,30,9,.400,,.522,6.2,2.4,1.3,0.4,0.1,.020,-5.5,-0.1
1993,NBA,2,44,Alex Holcombe,Baylor,,,,,,,,,,,,,,,,
1993,NBA,2,52,Mike Peplowski,Michigan State,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-4.5,-0.4
1992,NBA,1,7,Walt Williams,Maryland,708,18818,8385,2794,1637,.425,.379,.743,26.6,11.8,3.9,2.3,33.9,.087,0.5,11.8
1992,NBA,2,54,Brett Roberts,Morehead State University,,,,,,,,,,,,,,,,
1991,NBA,1,3,Billy Owens (↳GSW),Syracuse,600,17619,7026,4016,1704,.481,.291,.629,29.4,11.7,6.7,2.8,28.6,.078,-0.2,7.8
1991,NBA,1,27,Pete Chilcutt,UNC,584,8394,2494,1935,488,.441,.381,.696,14.4,4.3,3.3,0.8,10.6,.060,-1.8,0.3
1991,NBA,2,31,Randy Brown,New Mexico State,655,11533,3148,1173,1420,.417,.200,.691,17.6,4.8,1.8,2.2,11.0,.046,-1.9,0.2
1991,NBA,2,42,Steve Hood,James Madison University,,,,,,,,,,,,,,,,
1990,NBA,1,7,Lionel Simmons,La Salle,454,13472,5833,2833,1498,.433,.305,.771,29.7,12.8,6.2,3.3,16.9,.060,0.0,6.7
1990,NBA,1,14,Travis Mays,Texas,115,2964,1273,233,326,.410,.362,.749,25.8,11.1,2.0,2.8,2.4,.039,-2.6,-0.5
1990,NBA,1,18,Duane Causwell,Temple,541,9409,2648,2273,243,.507,.286,.618,17.4,4.9,4.2,0.4,15.8,.081,-2.3,-0.7
1990,NBA,1,23,Anthony Bonner,Saint Louis,318,7372,2199,1726,442,.468,.125,.590,23.2,6.9,5.4,1.4,10.8,.070,-2.0,0.1
1990,NBA,2,40,Bimbo Coles (↳MIA),Virginia Tech,852,20319,6628,1820,3313,.425,.267,.811,23.8,7.8,2.1,3.9,27.4,.065,-1.6,1.9
1989,NBA,1,1,Pervis Ellison,Louisville,474,11593,4494,3170,691,.510,.050,.689,24.5,9.5,6.7,1.5,21.8,.090,-0.5,4.4
1988,NBA,1,18,Ricky Berry,San Jose State,64,1406,706,197,80,.450,.406,.789,22.0,11.0,3.1,1.3,2.4,.083,-1.7,0.1
1988,NBA,2,29,Vinny Del Negro,NC State,771,19211,7038,1810,2484,.475,.359,.840,24.9,9.1,2.3,3.2,40.6,.101,-0.7,6.1
1987,NBA,1,6,Kenny Smith,UNC,737,22213,9397,1454,4073,.480,.399,.829,30.1,12.8,2.0,5.5,46.8,.101,0.0,11.2
1987,NBA,3,51,Sven Meyer,Oregon,,,,,,,,,,,,,,,,
1987,NBA,4,74,Joe Arlauckas,Niagara University,9,85,34,13,8,.326,,.750,9.4,3.8,1.4,0.9,-0.1,-0.045,-6.8,-0.1
1987,NBA,5,97,Vernon Carr,Michigan State,,,,,,,,,,,,,,,,
1987,NBA,6,120,Daryl Thomas,Indiana,,,,,,,,,,,,,,,,
1987,NBA,7,143,Scott Adubato,Upsala College,,,,,,,,,,,,,,,,
